 0.00000000e+00  0.00000000e+00
 1.00000000e-02  1.00000000e+00
 2.00000000e-02  2.00000000e+00
 3.50000000e-02  2.00000000e+00
 6.60000000e-02  3.00000000e+00
 9.90000000e-02  4.00000000e+00
 1.48000000e-01  5.00000000e+00
 2.03000000e-01  7.00000000e+00
 2.63000000e-01  8.00000000e+00
 3.24000000e-01  9.00000000e+00
 4.85000000e-01  1.00000000e+01
 5.40000000e-01  1.10000000e+01
 5.89000000e-01  1.10000000e+01
 6.43000000e-01  1.20000000e+01
 6.82000000e-01  1.20000000e+01
 7.84000000e-01  1.30000000e+01
 9.51000000e-01  1.50000000e+01
 1.00200000e+00  1.50000000e+01
 1.06200000e+00  1.60000000e+01
 1.16400000e+00  1.70000000e+01
 1.22000000e+00  1.80000000e+01
 1.27100000e+00  1.90000000e+01
 1.31600000e+00  2.10000000e+01
 1.37000000e+00  2.20000000e+01
 1.42700000e+00  2.50000000e+01
 1.46000000e+00  2.70000000e+01
 1.50900000e+00  3.00000000e+01
 1.55200000e+00  3.40000000e+01
 1.60800000e+00  4.10000000e+01
 1.70600000e+00  6.60000000e+01
 1.75400000e+00  9.30000000e+01
 1.80300000e+00  1.54000000e+02
 1.84200000e+00  2.67000000e+02
 1.88600000e+00  4.99000000e+02
 1.92500000e+00  9.52000000e+02
 1.96500000e+00  1.94400000e+03
 1.99900000e+00  4.44600000e+03
 2.00800000e+00  9.72100000e+03
